0;264.6666666666667
1;330.0
2;316.6666666666667
3;303.3333333333333
4;293.3333333333333
5;340.6666666666667
6;435.0
7;303.3333333333333
8;283.3333333333333
9;336.6666666666667
10;370.0
11;310.0
12;316.6666666666667
13;396.6666666666667
14;503.3333333333333
15;363.3333333333333
16;423.3333333333333
17;370.0
18;296.6666666666667
19;363.3333333333333
20;243.33333333333334
21;370.0
22;363.6666666666667
23;363.6666666666667
24;310.0
25;370.0
26;263.3333333333333
27;349.6666666666667
28;363.3333333333333
29;370.0
30;310.0
31;356.6666666666667
32;310.0
33;316.6666666666667
34;370.0
35;323.3333333333333
36;303.3333333333333
37;370.0
38;310.0
39;303.3333333333333
40;410.0
41;296.6666666666667
42;303.3333333333333
43;370.0
44;370.0
45;330.0
46;490.0
47;290.0
48;370.0
49;496.6666666666667
50;316.6666666666667
51;303.3333333333333
52;363.3333333333333
53;263.3333333333333
54;310.0
55;296.6666666666667
56;303.3333333333333
57;423.3333333333333
58;390.0
59;436.6666666666667
60;356.6666666666667
61;290.0
62;296.6666666666667
63;363.3333333333333
64;390.0
65;303.3333333333333
66;350.0
67;370.0
68;303.3333333333333
69;356.6666666666667
70;303.3333333333333
71;396.6666666666667
72;243.33333333333334
73;296.6666666666667
74;303.3333333333333
75;363.3333333333333
76;303.3333333333333
77;323.3333333333333
78;316.6666666666667
79;263.3333333333333
80;376.6666666666667
81;303.3333333333333
82;290.0
83;303.3333333333333
84;270.0
85;243.33333333333334
86;296.6666666666667
87;350.0
88;303.3333333333333
89;370.0
90;430.0
91;290.0
92;296.6666666666667
93;430.0
94;270.0
95;303.3333333333333
96;436.6666666666667
97;343.3333333333333
98;296.6666666666667
99;496.6666666666667
100;270.0
101;316.6666666666667
102;323.3333333333333
103;296.6666666666667
104;426.6666666666667
105;410.0
106;313.3333333333333
107;330.0
108;363.3333333333333
109;310.0
110;356.6666666666667
111;483.3333333333333
112;296.6666666666667
113;496.6666666666667
114;270.0
115;303.3333333333333
116;250.0
117;563.3333333333334
118;276.3333333333333
119;370.0
120;350.0
121;436.6666666666667
122;296.6666666666667
123;243.33333333333334
124;310.0
125;430.0
126;376.6666666666667
127;370.0
128;343.3333333333333
129;303.3333333333333
130;383.3333333333333
131;346.3333333333333
132;316.6666666666667
133;303.3333333333333
134;310.0
135;283.0
136;363.3333333333333
137;423.3333333333333
138;430.0
139;383.3333333333333
140;310.0
141;436.6666666666667
142;316.6666666666667
143;423.3333333333333
144;363.3333333333333
145;363.3333333333333
146;296.6666666666667
147;363.3333333333333
148;296.6666666666667
149;316.6666666666667
150;296.6666666666667
151;363.3333333333333
152;230.0
153;316.6666666666667
154;376.6666666666667
155;390.0
156;303.0
157;303.0
158;283.3333333333333
159;236.66666666666666
160;256.6666666666667
161;376.6666666666667
162;270.0
163;296.6666666666667
164;310.0
165;303.3333333333333
166;370.0
167;303.3333333333333
168;323.3333333333333
169;369.6666666666667
170;303.3333333333333
171;296.6666666666667
172;423.3333333333333
173;243.33333333333334
174;296.6666666666667
175;236.66666666666666
176;289.6666666666667
177;423.3333333333333
178;270.0
179;370.0
180;283.3333333333333
181;230.0
182;363.3333333333333
183;350.0
184;256.6666666666667
185;263.3333333333333
186;436.6666666666667
187;310.0
188;250.0
189;236.66666666666666
190;336.6666666666667
191;310.0
192;390.0
193;350.0
194;309.6666666666667
195;310.0
196;316.6666666666667
197;263.3333333333333
198;363.3333333333333
199;296.6666666666667
200;436.6666666666667
201;283.3333333333333
202;303.0
203;370.0
204;296.6666666666667
205;310.0
206;370.0
207;376.6666666666667
208;243.33333333333334
209;303.3333333333333
210;316.6666666666667
211;430.0
212;296.6666666666667
213;383.3333333333333
214;310.0
215;310.0
216;430.0
217;343.3333333333333
218;323.3333333333333
219;310.0
220;296.6666666666667
221;443.3333333333333
222;303.3333333333333
223;283.3333333333333
224;250.0
225;290.0
226;230.0
227;296.6666666666667
228;370.0
229;250.0
230;356.6666666666667
231;310.0
232;210.0
233;50.0
234;30.0
235;30.0
236;30.0
237;96.66666666666667
238;30.0
239;30.0
240;30.0
241;30.0
242;30.0
243;30.0
244;30.0
245;30.0
246;30.0
247;30.0
248;30.0
249;30.0
250;30.0
251;30.0
252;30.0
253;30.0
254;30.0
255;30.0
256;30.0
257;30.0
258;30.0
259;30.0
260;30.0
261;30.0
262;30.0
263;30.0
264;30.0
265;30.0
266;30.0
267;30.0
268;30.0
269;30.0
270;30.0
271;30.0
272;30.0
273;30.0
274;30.0
275;30.0
276;30.0
277;30.0
278;30.0
279;30.0
280;30.0
281;30.0
282;30.0
283;30.0
284;30.0
285;30.0
286;30.0
287;30.0
288;30.0
289;30.0
290;30.0
291;30.0
292;30.0
293;30.0
